CAMPUS_NAME,SSBSECT_SUBJ_CODE,SSBSECT_CRSE_NUMB,SSBSECT_CRN,SSBSECT_CAMP_CODE,SPRIDEN_LAST_NAME,SPRIDEN_FIRST_NAME,ID,FAKE_ID,SSBSECT_SEQ_NUMB,SFRSTCR_TERM_CODE,SSRMEET_BEGIN_TIME,SSRMEET_END_TIME,SSRMEET_BLDG_CODE,SSRMEET_ROOM_CODE,DAYS,STVLANG_DESC,SCBCRSE_TITLE,STVNATN_NATION,STVRSTS_INCL_SECT_ENRL,STUDENT_LEVEL,COLLEGE,DEPARTMENT,DEGREE,MAJOR,GPA_OVERALL,EMAIL
Online,MATH,997,53988,PF,Hayes,Lance,2896674,2503199,12,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,KIHT,0,lhayes6@student.gsu.edu
Online,MATH,1111,51735,PF,Alvarez,Julie,2521971,2866843,20,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,2.71,jalvarez5@student.gsu.edu
Decatur -Associates courses,MATH,1001,51607,PS,Jones,Melissa,2901709,2539068,52,202505,11:00,13:45,SH,1500,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,0,mjones44@student.gsu.edu
Online,MATH,1001,51726,PF,Hays,Zachary,2828975,2316844,36,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,AACC,COMM,3,zhays69@student.gsu.edu
Online,MATH,999,51720,PF,King,Amy,2890781,2288848,14,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,PSYC,3.7,aking37@student.gsu.edu
Online,MATH,1111,51737,PF,Lee,Karen,2835127,2633741,24,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,GEOP,3.36,klee43@student.gsu.edu
Clarkston -Associates courses,MATH,1001,51730,PC,Norman,Michael,900599943,2173640,8,202505,10:00,12:45,CD,1120,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,CRJU,1.5,mnorman80@student.gsu.edu
Online,MATH,1111,51734,PF,Owens,Rodney,2495278,2371842,34,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLHP,2.48,rowens17@student.gsu.edu
Online,MATH,999,51719,PF,Rivera,Michelle,2116994,2760412,18,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,PB,000P,,mrivera1@student.gsu.edu
Online,MATH,1111,51735,PF,Rivera,Michelle,2116994,2760412,20,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,PB,000P,,mrivera1@student.gsu.edu
Online,MATH,1401,53307,PF,Richardson,David,2861247,2107734,34,202505,TBA,,ONLINE,,,English,ELEMENTARY STATISTICS,India,Y,UA,PC,,0,000P,1,drichardson26@student.gsu.edu
Dunwoody -Associates courses,MATH,996,52509,PN,Paul,Pamela,2919101,2649892,14,202505,11:00,12:50,NE,350,TR,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,SOCW,3.14,ppaul38@student.gsu.edu
Clarkston -Associates courses,MATH,1001,51730,PC,Ross,Darlene,2079291,2334877,8,202505,10:00,12:45,CD,1120,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,MUSC,0.8,dross85@student.gsu.edu
Decatur -Associates courses,MATH,1001,51607,PS,Hughes,Patricia,2840058,2797183,52,202505,11:00,13:45,SH,1500,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,0.18,phughes47@student.gsu.edu
Online,MATH,996,54754,PF,Crawford,Terri,2849064,2309105,4,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,BADM,2.88,tcrawford85@student.gsu.edu
Online,MATH,997,51709,PF,Glass,Tyler,2558977,2202893,8,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,SOCW,1.7,tglass19@student.gsu.edu
Online,MATH,1111,54724,PF,Owen,April,2837644,2370719,44,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,,aowen48@student.gsu.edu
Dunwoody -Associates courses,MATH,1001,55158,PN,Miller,Jessica,2716873,2243671,101,202505,14:00,16:45,NE,1220,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,ENGR,2.14,jmiller55@student.gsu.edu
Online,MATH,1001,54760,PF,Short,Carrie,900645450,2726776,22,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,2.6,cshort41@student.gsu.edu
Online,MATH,1401,54950,PF,Morris,Amy,2618952,2782987,22,202505,10:00,12:45,ONLINE,,TR,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,3,amorris51@student.gsu.edu
Online,MATH,997,52978,PF,Roberts,Daniel,2844527,2696783,22,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,AACC,SOCY,2.5,droberts89@student.gsu.edu
Online,MATH,999,54701,PF,Schmidt,Dustin,2463671,2989763,22,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLRT,3.12,dschmidt41@student.gsu.edu
Online,MATH,1401,53037,PF,Guerrero,Christopher,2669627,2030185,24,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,,cguerrero67@student.gsu.edu
Dunwoody -Associates courses,MATH,1001,55158,PN,Morrison,Kirk,2492279,2636052,101,202505,14:00,16:45,NE,1220,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,KIHT,2.33,kmorrison74@student.gsu.edu
Online,MATH,1401,52518,PF,Norris,Ronald,2724842,2218442,42,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,1.77,rnorris51@student.gsu.edu
Online,MATH,999,51723,PF,Williams,Michael,2858682,2630400,24,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2.35,mwilliams53@student.gsu.edu
Online,MATH,1401,53037,PF,Gomez,Molly,2768725,2582793,24,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,3.48,mgomez35@student.gsu.edu
Online,MATH,1111,52985,PF,Carter,Stephen,2864433,2110901,32,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,3.22,scarter58@student.gsu.edu
Online,MATH,1111,51742,PF,Hill,Whitney,2872493,2897354,26,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,4,whill68@student.gsu.edu
Online,MATH,1111,53482,PF,Gould,Tina,2741239,2647997,36,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,US,BU,MK,BBA,PMK,2.98,tgould15@student.gsu.edu
Online,MATH,1001,51729,PF,Walsh,Charles,2864211,2436433,42,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,CHEM,3.23,cwalsh89@student.gsu.edu
Online,MATH,1001,52261,PF,Owen,Michael,2640862,2754987,24,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.39,mowen11@student.gsu.edu
Clarkston -Associates courses,MATH,1001,51730,PC,Fox,Judy,2931192,2983483,8,202505,10:00,12:45,CD,1120,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,CSCI,4,jfox62@student.gsu.edu
Online,MATH,1401,52984,PF,Cisneros,Erin,2823858,2979426,54,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,2.48,ecisneros93@student.gsu.edu
Online,MATH,997,52257,PF,Lawson,Douglas,2835299,2839809,18,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BADM,0.6,dlawson55@student.gsu.edu
Online,MATH,1001,52259,PF,Lawson,Douglas,2835299,2839809,28,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,0.6,dlawson55@student.gsu.edu
Online,MATH,1001,52259,PF,Johnson,Kimberly,2669323,2595040,28,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.65,kjohnson82@student.gsu.edu
Decatur -Associates courses,MATH,1001,51607,PS,Osborne,Carlos,1836528,2709951,52,202505,11:00,13:45,SH,1500,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,PSYC,1.5,cosborne78@student.gsu.edu
Online,MATH,996,54680,PF,Morrison,Amy,2884043,900595579,6,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,AACC,POLY,,amorrison93@student.gsu.edu
Online,MATH,1001,51726,PF,Reyes,Michael,2761148,2994391,36,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,1.67,mreyes54@student.gsu.edu
Online,MATH,1001,52261,PF,Jacobs,Ashley,2647145,2192759,24,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLRT,1.36,ajacobs4@student.gsu.edu
Decatur -Associates courses,MATH,999,51606,PS,Rush,Erika,2898656,2790806,30,202505,10:00,11:50,SH,1300,TR,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CHEM,1.25,erush8@student.gsu.edu
Decatur -Associates courses,MATH,1001,51607,PS,Villegas,Megan,2291480,2495292,52,202505,11:00,13:45,SH,1500,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,EDPK,2.13,mvillegas63@student.gsu.edu
Online,MATH,1111,54698,PF,Hines,Nathan,2959044,2322159,38,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,,nhines71@student.gsu.edu
Alpharetta,MATH,1111,54156,PA,Moreno,Audrey,2506516,900165452,12,202505,10:00,12:45,AB,113,TR,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,PSYC,3.38,amoreno80@student.gsu.edu
Online,MATH,999,54701,PF,Banks,Raymond,2725058,2250734,22,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,3.14,rbanks83@student.gsu.edu
Online,MATH,1401,53037,PF,Wilson,John,2730791,2688815,24,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,2.65,jwilson80@student.gsu.edu
Dunwoody -Associates courses,MATH,1001,51826,PN,Shah,Donald,2323011,2789094,50,202505,10:00,12:45,NE,1220,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,ENGR,2,dshah29@student.gsu.edu
Online,MATH,999,53481,PF,Porter,Jill,2818912,2802486,20,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2.94,jporter32@student.gsu.edu
Online,MATH,997,51710,PF,Hoffman,Paul,2521450,2318600,6,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,1.24,phoffman80@student.gsu.edu
Dunwoody -Associates courses,MATH,1001,55158,PN,Green,Jose,2850444,2100267,101,202505,14:00,16:45,NE,1220,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BIOL,1.55,jgreen30@student.gsu.edu
Online,MATH,999,51722,PF,Wright,Marcus,2880995,2903502,16,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,3.88,mwright28@student.gsu.edu
Online,MATH,1401,52519,PF,Davies,Sean,900802952,900967106,40,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,GENL,3.37,sdavies30@student.gsu.edu
Online,MATH,999,51719,PF,Hendricks,Justin,2873071,2545857,18,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2.85,jhendricks48@student.gsu.edu
Online,MATH,1401,53307,PF,Martinez,Travis,2547447,2612791,34,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,2.68,tmartinez50@student.gsu.edu
Online,MATH,1401,52984,PF,Hayes,Melissa,2714012,2161401,54,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,US,NS,NURS,0,1,4.11,mhayes38@student.gsu.edu
Online,MATH,999,51720,PF,Wallace,Rachel,900933968,2885490,14,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,US,BU,CIS,BBA,CIS,3.58,rwallace86@student.gsu.edu
Online,MATH,999,51719,PF,Johnson,Donna,900196786,2229138,18,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,ENGR,0,djohnson13@student.gsu.edu
Online,MATH,1001,52260,PF,Adams,Emily,2850213,2961921,26,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,CRJU,1,eadams49@student.gsu.edu
Dunwoody -Associates courses,MATH,997,51827,PN,Fleming,Christopher,2649533,2100617,28,202505,13:00,13:55,NE,1220,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,GENL,2.7,cfleming73@student.gsu.edu
Online,MATH,1111,51734,PF,Pearson,Thomas,2811389,2808264,34,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,2.31,tpearson8@student.gsu.edu
Online,MATH,999,53481,PF,Flores,Megan,2793991,2479290,20,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,1.96,mflores34@student.gsu.edu
Dunwoody -Associates courses,MATH,999,51828,PN,Brown,Michael,2848179,2474457,28,202505,11:00,12:50,NE,1380,MW,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2.78,mbrown81@student.gsu.edu
Online,MATH,1001,52807,PF,Vance,Amber,2883056,2936863,44,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,EDPK,,avance78@student.gsu.edu
Dunwoody -Associates courses,MATH,997,51827,PN,Joseph,Melissa,2926217,2945841,28,202505,13:00,13:55,NE,1220,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,ARTS,4,mjoseph22@student.gsu.edu
Online,MATH,1111,52985,PF,Little,Sara,2703518,2559392,32,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,1.23,slittle75@student.gsu.edu
Clarkston -Associates courses,MATH,1001,51730,PC,Wise,Adam,2876512,2326744,8,202505,10:00,12:45,CD,1120,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,EDPK,3,awise36@student.gsu.edu
Online,MATH,1401,54678,PF,Hicks,Laura,2845118,2057458,36,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,2.58,lhicks40@student.gsu.edu
Online,MATH,1111,52985,PF,Harris,David,2813888,2878197,32,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,0.98,dharris97@student.gsu.edu
Online,MATH,1001,51727,PF,Tyler,Dominic,2890289,2236710,38,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,3,dtyler30@student.gsu.edu
Online,MATH,1001,54657,PF,Spencer,Anthony,2841339,2775326,16,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,CSCI,0.2,aspencer16@student.gsu.edu
Online,MATH,1111,51743,PF,Lara,Miguel,2828431,2974731,28,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,,mlara55@student.gsu.edu
Decatur -Associates courses,MATH,997,51605,PS,Bentley,Lynn,2180049,2359243,30,202505,10:00,10:55,SH,1500,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BADM,0.2,lbentley66@student.gsu.edu
Newton -Associates courses,MATH,1401,54949,PE,Salazar,Andrea,2777986,2468973,20,202505,10:00,12:45,1N,1320,TR,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,GENL,2.63,asalazar2@student.gsu.edu
Online,MATH,999,51723,PF,Parker,Christopher,2842251,2258618,24,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,3.22,cparker77@student.gsu.edu
Online,MATH,997,51710,PF,Travis,Elizabeth,2818996,2879135,6,202505,TBA,,ONLINE,,,English,SUPPORT FOR QUANT REASONING,Jamaica,Y,UA,PC,,ASCC,EDSP,2.43,etravis43@student.gsu.edu
Online,MATH,997,51710,PF,Day,Anthony,2817486,2640566,6,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,1.52,aday46@student.gsu.edu
Dunwoody -Associates courses,MATH,1401,55131,PN,Higgins,Yvonne,2933450,2281255,59,202505,11:00,13:45,NE,290,MW,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,CSCI,0,yhiggins42@student.gsu.edu
Online,MATH,1111,54724,PF,Hammond,Alicia,2963699,2095444,44,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,,ahammond97@student.gsu.edu
Dunwoody -Associates courses,MATH,1111,51825,PN,Walsh,John,2888339,2109121,48,202505,8:00,10:45,NE,1380,MW,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,ENGR,0,jwalsh30@student.gsu.edu
Online,MATH,1001,51726,PF,Garcia,Robert,2715382,2137641,36,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,0.3,rgarcia72@student.gsu.edu
Dunwoody -Associates courses,MATH,1001,51826,PN,Jones,Madeline,2896390,2418727,50,202505,10:00,12:45,NE,1220,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,CSCI,,mjones67@student.gsu.edu
Online,MATH,997,52257,PF,Day,Teresa,900652054,2140411,18,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,3,tday66@student.gsu.edu
Online,MATH,1001,54760,PF,Wilson,Steven,2802907,2220627,22,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.73,swilson75@student.gsu.edu
Online,MATH,997,54750,PF,Joyce,Stacey,2749797,900616497,10,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BIOL,3.06,sjoyce60@student.gsu.edu
Online,MATH,999,51722,PF,Jimenez,Marilyn,2745481,2422138,16,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLRT,1.78,mjimenez14@student.gsu.edu
Dunwoody -Associates courses,MATH,1111,51825,PN,Brown,Michael,2848179,2474457,48,202505,8:00,10:45,NE,1380,MW,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2.78,mbrown81@student.gsu.edu
Online,MATH,999,51723,PF,Frazier,Shannon,2850718,2719283,24,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,ENGR,2,sfrazier5@student.gsu.edu
Online,MATH,1111,53358,PF,Humphrey,Melvin,900933573,2793033,30,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,2.89,mhumphrey2@student.gsu.edu
Online,MATH,1401,54950,PF,Bowman,Kimberly,2961626,2135584,22,202505,10:00,12:45,ONLINE,,TR,,ELEMENTARY STATISTICS,,Y,UA,PC,,0,000P,,kbowman28@student.gsu.edu
Online,MATH,997,52258,PF,Gonzalez,Bradley,2808932,2020282,16,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BADM,1.7,bgonzalez95@student.gsu.edu
Online,MATH,1001,52259,PF,Oconnell,Lori,2884907,2872149,28,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,AACC,THTR,2.45,loconnell42@student.gsu.edu
Online,MATH,1111,53358,PF,Shields,Natasha,2817378,2985274,30,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,1.75,nshields76@student.gsu.edu
Online,MATH,996,52983,PF,Burch,Hunter,2801621,2001677,2,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,BADM,0.12,hburch21@student.gsu.edu
Online,MATH,1401,54681,PF,Bartlett,Ryan,2954464,2081099,46,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,4,rbartlett69@student.gsu.edu
Online,MATH,999,51723,PF,Schwartz,Matthew,2814963,2697603,24,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,3.94,mschwartz86@student.gsu.edu
Online,MATH,996,54754,PF,Thomas,John,2847855,2507323,4,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,BADM,2.65,jthomas74@student.gsu.edu
Online,MATH,997,54759,PF,Munoz,Melanie,2825726,2004860,14,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,EDPE,0.75,mmunoz66@student.gsu.edu
Online,MATH,1001,51724,PF,Martinez,Brian,2773590,2477151,12,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.56,bmartinez38@student.gsu.edu
Online,MATH,997,52258,PF,Martin,Eric,2961621,2673499,16,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BADM,3.25,emartin6@student.gsu.edu
Online,MATH,1401,52518,PF,Fletcher,Marcus,2827646,2210819,42,202505,TBA,,ONLINE,,,Yoruba,ELEMENTARY STATISTICS,Nigeria,Y,UA,PC,,ASCC,HLHP,3.67,mfletcher94@student.gsu.edu
Online,MATH,996,52983,PF,Young,Erica,2855357,2642576,2,202505,TBA,,ONLINE,,,Hindi,SUPPORT FOR ELEM STATISTICS,India,Y,UA,PC,,ASCC,BADM,0,eyoung54@student.gsu.edu
Online,MATH,1001,51727,PF,Anderson,Earl,2918601,2931065,38,202505,TBA,,ONLINE,,,Turkish,QUANTITATIVE REASONING,Turkey,Y,UA,PC,,ASCC,BADM,2.24,eanderson52@student.gsu.edu
Online,MATH,997,52980,PF,Hubbard,Casey,2905921,2836826,20,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,CRJU,1.5,chubbard74@student.gsu.edu
Online,MATH,997,52258,PF,Short,Melissa,2903602,2861733,16,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,CSCI,3,mshort76@student.gsu.edu
Online,MATH,1111,51742,PF,Everett,Michael,2947150,2024639,26,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,,meverett72@student.gsu.edu
Online,MATH,1001,51729,PF,Schultz,Corey,2967293,2514742,42,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,PSYC,2.38,cschultz75@student.gsu.edu
Online,MATH,996,52512,PF,Barnes,Sonya,2891428,2083352,8,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,PSYC,1.4,sbarnes12@student.gsu.edu
Online,MATH,1401,53993,PF,Singleton,Patty,2623284,2104993,28,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,EDPK,2.04,psingleton78@student.gsu.edu
Dunwoody -Associates courses,MATH,999,51828,PN,Obrien,Brandon,2793859,2867331,28,202505,11:00,12:50,NE,1380,MW,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2,bobrien30@student.gsu.edu
Online,MATH,997,51709,PF,Lynch,Christine,2820339,2216584,8,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BIOL,2,clynch84@student.gsu.edu
Online,MATH,1001,54751,PF,Reid,John,2815316,2726798,30,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,1.36,jreid8@student.gsu.edu
Online,MATH,999,51723,PF,Garcia,Catherine,2884833,2898869,24,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,ENGR,3,cgarcia60@student.gsu.edu
Clarkston -Associates courses,MATH,999,52408,PC,Martinez,Andrea,2831869,2212940,10,202505,13:00,14:50,CH,3190,MW,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,2.25,amartinez25@student.gsu.edu
Online,MATH,997,51709,PF,White,Sabrina,900619549,2019427,8,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BADM,0,swhite93@student.gsu.edu
Online,MATH,999,55526,PF,Ferguson,Kevin,2829825,900670228,32,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,3.8,kferguson10@student.gsu.edu
Online,MATH,1001,52981,PF,Glass,Shane,2813895,2160954,48,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BIOL,,sglass58@student.gsu.edu
Online,MATH,1111,54724,PF,Jackson,Wayne,2871982,2793580,44,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,3.69,wjackson54@student.gsu.edu
Online,MATH,997,52980,PF,Shields,Leah,2887574,2090406,20,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,CSCI,0.53,lshields83@student.gsu.edu
Decatur -Associates courses,MATH,999,51606,PS,Riley,Tanya,2780999,2246453,30,202505,10:00,11:50,SH,1300,TR,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,3.25,triley62@student.gsu.edu
Online,MATH,1001,51728,PF,Green,Dana,2826590,900110469,40,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BIOL,1.29,dgreen97@student.gsu.edu
Online,MATH,1401,52520,PF,Moore,Shelly,2845328,2359343,38,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,2.61,smoore61@student.gsu.edu
Online,MATH,1111,51735,PF,Le,Donna,2903600,2470980,20,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,ENGR,3.18,dle13@student.gsu.edu
Decatur -Associates courses,MATH,997,51605,PS,Walker,Christopher,2886636,2076230,30,202505,10:00,10:55,SH,1500,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,,cwalker53@student.gsu.edu
